text,lang
"Darüber hinaus erbitterten verschiedene als ungerecht empfundene Steuern wie der Stamp Act oder auf Zucker und Tee die Kolonisten.. Es kam zu Boykotten und Widerstandsaktionen, wie der Boston Tea Party, die einen ersten Höhepunkt im Massaker von Boston fand.",0.0
"London stationierte schließlich mehr Soldaten, was die separatistischen Tendenzen in den dreizehn Kolonien weiter anfachte.",0.0
,0.0
"Ein Versuch britischer Soldaten, ein koloniales Waffenlager auszuheben, war schließlich 1775 der Auslöser des Unabhängigkeitskrieges.. Ein Kontinentalkongress trat zusammen, der das militärische Oberkommando George Washington übertrug.",0.0
Am 4.. Juli 1776 wurde von 13 Kolonien die Unabhängigkeitserklärung verkündet.,0.0
Nicht zuletzt durch die militärische Unterstützung Frankreichs zwangen die Amerikaner 1783 das britische Empire zur Anerkennung ihrer staatlichen Souveränität im Frieden von Paris.,0.0
"Das Gebiet der nun unabhängigen Kolonien umfasste das Gebiet folgender 16 der heute 50 Bundesstaaten der Vereinigten Staaten: New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, New York, Vermont, New Jersey, Pennsylvania, Delaware, Maryland, Virginia, West Virginia, North Carolina, South Carolina und Georgia.",0.0
,0.0
,0.0
,0.0
"Die 1777 verabschiedeten und 1781 ratifizierten Konföderationsartikel hatten sich als unzureichend erwiesen, um das Überleben des jungen Staatenbundes zu gewährleisten.. Daher wurde 1787 in Philadelphia die zweite Verfassung der Vereinigten Staaten unterzeichnet.",0.0
"Sie ist die zweitälteste noch gültige republikanische Staatsverfassung – nur die Verfassung der Republik San Marino aus dem Jahr 1600 ist älter.. Erster Präsident der Vereinigten Staaten wurde 1789 der in großem Konsens einstimmig gewählte George Washington, der General des Unabhängigkeitskrieges.",0.0
,0.0
"Die Entwicklung des neuen Staats wurde in den ersten Jahrzehnten wesentlich von zwei Faktoren bestimmt: einerseits von einem raschen territorialen Wachstum und der weiteren Landnahme zu Lasten der Indianer, andererseits von der Auseinandersetzung um die Sklaverei, die später den Kampf um die Bürgerrechte der Nachkommen der ehemaligen Sklaven bestimmte.",0.0
Zur Zeit des Unabhängigkeitskrieges lebten etwa zwei Millionen Weiße und 500.000 versklavte Schwarze in den dreizehn Kolonien.,0.0
"Während der europäischen Koalitionskriege war das Louisiana-Territorium (nicht zu verwechseln mit dem heutigen Staat Louisiana) von Spanien zurück an Frankreich gefallen.. Napoléon sah aber aus finanziellen Gründen davon ab, das französischen Überseeimperiums wiederzuerrichten.",0.0
"Stattdessen verkaufte er 1803 das gesamte Gebiet zwischen Mississippi und Rocky Mountains für 15 Millionen Dollar an die USA, die damit ihr Staatsgebiet auf einen Schlag verdoppelten.. Im selben Jahr traten die ersten Staaten aus dem zwischen Ohio und den Großen Seen gelegenen Northwest Territory der Union bei, ab 1813 folgten Teile des Louisiana-Gebiets.",0.0
Die Vereinigten Staaten verfolgten gegenüber Frankreich und Großbritannien zunächst einen Neutralitätskurs.,0.0
"Im Jahr 1812 kam es jedoch zum Britisch-Amerikanischen Krieg um das weiterhin britische Kanada.. Der Konflikt endete mit einem Kompromiss, so dass die Grenzziehung zwischen den Vereinigten Staaten und Kanada von da an im Osten abgeschlossen war.",0.0
"Die frühe amerikanische Außenpolitik wurde ansonsten von der 1823 verkündeten Monroe-Doktrin des Präsidenten James Monroe geprägt.. Diese sagte aus, dass sich die europäischen Mächte vom amerikanischen Kontinent fernhalten sollten, bei gleichzeitiger Nicht-Einmischung der Vereinigten Staaten in die Angelegenheiten anderer Staaten.",0.0
"Die Indianerpolitik wurde ab 1820 aggressiver: Mit dem Indian Removal Act und dem darauf folgenden Pfad der Tränen begann eine Jahrzehnte dauernde gewaltsame Landnahme und Besiedlung, was zu erneuten Kämpfen führte.",0.0
"Die Indianer wurden in Reservate (reservations) abgeschoben.. Einer der wenigen Siege für die Indianer war die Schlacht am Little Bighorn 1876, die jedoch politisch bedeutungslos blieb.",0.0
"Die Indianerkriege endeten 1890 mit dem Massaker von Wounded Knee.. Im Jahr 1900 lebten weniger als eine Viertelmillion Indianer, wozu nicht nur Krieg, sondern auch Epidemien beigetragen hatten.",0.0
Erst 1924 erhielten die Indianer volle Bürgerrechte.,0.0
,0.0
Das zweite zentrale Thema der amerikanischen Politik bis 1865 war die Sklavenfrage.. Die Einfuhr von weiteren Sklaven aus Übersee wurde 1808 gesetzlich verboten.,0.0
"Durch das weitläufige Umgehen dieses Verbotes durch die Sklavenhändler und natürliches Bevölkerungswachstum hatte sich die Zahl der Sklaven bis 1860 jedoch trotzdem auf etwa vier Millionen erhöht.. Die Sklavenfrage entzweite zunehmend die Süd- von den Nordstaaten, da in den Nordstaaten die Industrialisierung einsetzte und die Anzahl der Sklaven langsam abnahm, während die Besitzer der riesigen Reis- und Baumwollplantagen in den Südstaaten weiterhin Sklaverei in wachsendem Ausmaß betrieben.",0.0
"Neue Staaten aus den erworbenen Territorien wurden nur paarweise aufgenommen, um das labile Gleichgewicht nicht zu gefährden.. Die Sklaverei stand im Widerspruch zur Unabhängigkeitserklärung, nach der „alle Menschen gleich geschaffen“ sind.",0.0
"Daher gewannen im Norden Bewegungen wie der Abolitionismus, der die Abschaffung der Sklaverei forderte, starken Zulauf.. Der Krieg gegen Mexiko (1846–1848) brachte den Vereinigten Staaten einen weiteren Flächengewinn, der den heutigen Südwesten ausmacht.",0.0
"Er verstärkte aber auch die innenpolitischen Spannungen, da die Nordstaaten ihn teilweise als Landnahme zugunsten der Ausbreitung der Sklavenstaaten sahen.",0.0
"Nachdem 1860 Abraham Lincoln für die neu gegründete Partei der Republikaner zum US-Präsidenten gewählt worden war, traten elf Südstaaten aus der Union aus.. Das bedeutete den Beginn des Sezessionskrieges (1861–1865).",0.0
"Dabei stand zunächst die Verfassungsfrage im Vordergrund, ob die Bundesregierung überhaupt das Recht habe, über elementare Sachfragen in den Bundesstaaten zu entscheiden.. Die Nordstaaten gingen als Sieger aus dem Bürgerkrieg hervor und die Sklaverei wurde gesetzlich abgeschafft.",0.0
Die Schwarzen erhielten mit dem Civil Rights Act von 1866 und dem 14th Amendment von 1868 formal die vollen Bürgerrechte.,0.0
,0.0
,0.0
,0.0
1890 wurde die Frontier für geschlossen erklärt.. Damit endete die Ära des „Wilden Westens“.,0.0
"Die Einwanderung ließ nicht nach, so dass zwischen 1880 und 1910 insgesamt 18 Millionen Menschen aufgenommen wurden.. Die Industrialisierung seit dem Sezessionskrieg führte zur Bildung großer Trusts, die durch ihre wirtschaftliche Macht die Politik beeinflussen konnten.",0.0
"Daher wurde 1890 der Antitrust Act verabschiedet, in dessen Folge ab 1911 mehrere Großkonzerne wie Standard Oil und die American Tobacco Company entflochten wurden.",0.0
"Infolge des Spanisch-Amerikanischen Krieges von 1898 dehnten die Vereinigten Staaten ihren Einflussbereich auf die Philippinen, Puerto Rico, Hawaii und Kuba aus.. Eine interventionistische Politik betrieb Präsident Theodore Roosevelt (1901–1909), der eine hegemoniale Machtstellung über die lateinamerikanischen Staaten beanspruchte (Big Stick).",0.0
"So lösten die Vereinigten Staaten 1903 Panama aus Kolumbien heraus, um sich von dem neu gebildeten Staat die Souveränität über den Panamakanal abtreten zu lassen.",0.0
"Während des Ersten Weltkriegs blieben die Vereinigten Staaten bis 1917 formal neutral, unterstützten aber die Entente vor allem durch Nachschublieferungen.. Am 1.",0.0
"Februar 1917 erklärte Deutschland als Gegenmaßnahme den uneingeschränkten U-Boot-Krieg, woraufhin die Vereinigten Staaten am 6.. April Deutschland den Krieg erklärten und am 5.",0.0
Juni die Wehrpflicht einführten.. Das Deutsche Reich sandte nach seinem Sieg über Russland die freigewordenen Truppen an die Westfront und organisierte im Frühjahr 1918 eine letzte vergebliche Offensive.,0.0
"Die in Frankreich eintreffenden amerikanischen Truppen verschoben die Kräfteverhältnisse endgültig zugunsten der Alliierten.. Nach dem militärischen Sieg versuchte Präsident Woodrow Wilson (1913–1921) in Europa eine stabile Nachkriegsordnung zu etablieren, indem er auf der Grundlage seines 14-Punkte-Programms das Selbstbestimmungsrecht der Völker und die Bildung eines Völkerbundes zur Maxime machte.",0.0
"Dieser Plan schlug fehl: Zum einen verweigerten Engländer und Franzosen die Umsetzung von Wilsons Plan zugunsten eines Siegfriedens gegenüber dem Deutschen Reich, zum anderen lehnte der US-Senat den Beitritt zum Völkerbund ab, so dass die mittlerweile größte politische Macht der Welt in diesem Gremium fehlte und zum Isolationismus zurückkehrte.",0.0
"Durch den kostspieligen Krieg und den anschließenden Wiederaufbau waren die Europäer zu Schuldnern der Vereinigten Staaten geworden.. Die herausragende wirtschaftliche Rolle der Vereinigten Staaten zeigte sich besonders, als auf den Börsenkrach im Oktober 1929 (Schwarzer Donnerstag mit Kursverlusten am Dow Jones von bis zu 12,8 % an einem Tag) die Weltwirtschaftskrise folgte.",0.0
Das führte in den Vereinigten Staaten zu einer jahrelangen inneren Krise (Great Depression) mit etwa 15 Millionen Arbeitslosen bei ca.. 125 Millionen Einwohnern im Jahr 1932.,0.0
Unter Präsident Franklin D.. Roosevelt wurden mit dem New Deal tiefgreifende Wirtschafts- und Sozialreformen umgesetzt.,0.0
"Unter anderem wurden die Finanzmärkte reguliert (Glass-Steagall Act) und mit dem Social Security Act von 1935 Grundlagen eines amerikanischen Sozialstaats geschaffen.. Zudem wurden zahlreiche öffentliche Bauprojekte wie Straßen, Brücken, Flughäfen und Staudämme realisiert.",0.0
,0.0
,0.0
,0.0
"Bei Ausbruch des Zweiten Weltkriegs blieben die Vereinigten Staaten zunächst neutral, unterstützten jedoch im Rahmen des Leih- und Pachtgesetzes Großbritannien und die Sowjetunion massiv mit Kapital- und Waffenlieferungen.",0.0
Im Anschluss an den Angriff auf Pearl Harbor durch japanische Streitkräfte am 7.. Dezember 1941 erklärten sie Japan den Krieg und erhielten kurze Zeit später Kriegserklärungen von Deutschland und Italien.,0.0
Wie schon im Ersten Weltkrieg war das industrielle Potenzial der Vereinigten Staaten entscheidend für den Sieg der Alliierten.. Die Kapitulation des Deutschen Reichs im Mai und die Kapitulation Japans im August 1945 beendeten den Zweiten Weltkrieg.,0.0
Die USA hatten im Zweiten Weltkrieg mit geringen Opfern hohe Gewinne erzielt.,0.0
"Ihre Gesamtverluste lagen bei 300.000 Gefallenen und 670.000 Verwundeten, weniger als 0,5 % der Bevölkerung.. Das Land ging als einziges wirtschaftlich gestärkt aus dem Krieg hervor und verfügte am Ende des Krieges allein über eine nukleare Massenvernichtungswaffe.",0.0
Die USA waren zu einer Supermacht mit weltweiter Präsenz angestiegen.Das bereits 1944 gegründete Bretton-Woods-System etablierte den Dollar als internationale Leit- und Reservewährung mit Goldstandard.. Es entsprach den amerikanischen Ideen von freiem Welthandel und offenen Märkten.Die Vereinigten Staaten waren maßgeblich an der Gründung der Vereinten Nationen am 26.,0.0
"Juni 1945 in San Francisco beteiligt, die im Einvernehmen mit der Sowjetunion stattfand.. Bald jedoch zeichnete sich eine Konfrontation mit dem einstigen Kriegsverbündeten Stalin ab, die in den Kalten Krieg mündete.",0.0
"Präsident Harry S.. Truman verfolgte eine antikommunistische Containment-Politik, die in der Truman-Doktrin ihren Ausdruck fand.",0.0
"Diese gewährte, in Abkehr von der isolationistischen Monroe-Doktrin, allen Ländern zur Wahrung ihrer Unabhängigkeit Militär- und Wirtschaftshilfe.. Die Vereinigten Staaten unterstützten Griechenland und die Türkei und legten den Marshall-Plan auf, der Westeuropa wirtschaftlich stabilisieren sollte.",0.0
"Der Kalte Krieg erreichte einen ersten Höhepunkt mit der Berlin-Blockade 1948/49, auf die die Vereinigten Staaten mit der Berliner Luftbrücke reagierten.. 1949 wurde die NATO als Militärbündnis zwischen den Vereinigten Staaten, Kanada und Westeuropa gegründet.",0.0
,0.0
"Das nun einsetzende atomare Wettrüsten zwischen der NATO und dem Warschauer Pakt, das beiden Seiten ab den 1960er Jahren eine mehrfache „Overkill-Kapazität“ verschaffte, und das man zugleich als Wettlauf der gesellschaftlichen Systeme betrachtete, führte zu Konfrontationen und Stellvertreterkriegen, wie dem Koreakrieg (1950–1953), der Kubakrise (1962), bei der die Welt nur knapp einem Dritten Weltkrieg entging, oder dem Vietnamkrieg.",0.0
"Durch den Atomwaffensperrvertrag und die SALT-Verhandlungen (1968 und 1969) wurde versucht, die gefährliche Situation zu entschärfen.",0.0
"Der Kalte Krieg, der nur in den Industriestaaten nicht offen ausgefochten wurde, führte dazu, dass viele Amerikaner den Kommunismus als Feindbild betrachteten.. Innenpolitisch führte das zu einem Klima der Verdächtigungen und der Kontrolle, die als „McCarthy-Ära“ bezeichnet wird.",0.0
"Der republikanische Senator Joseph McCarthy profilierte sich im Senatsausschuss für unamerikanische Umtriebe (HUAC) dadurch, dass er besonders Filmschaffende, Politiker und Militärs als Kommunisten verdächtigte und Denunziationen erwartete.. Wer die Aussage verweigerte, musste mit Berufsverbot rechnen.",0.0
"Die Anhörungen wurden oft im Fernsehen übertragen.. Als McCarthy schließlich Präsident Eisenhower verdächtigte, wurde er 1954 vom Senat entmachtet.",0.0
,0.0
"Der Vietnamkrieg, in den die Vereinigten Staaten 1964 nach dem Tonkin-Zwischenfall eingriffen, nachdem sie zuvor schon Militärberater entsandt hatten, entwickelte sich zu einem militärischen und moralischen Fiasko, das mit dem Abzug der US-Truppen 1973 endete.",0.0
"Die Glaubwürdigkeit als Verbreiter demokratischer Werte litt hier und auch bei anderen Konfliktherden mit der Unterstützung zahlreicher Militärdiktatoren oder der Unterstützung von Militärputschen, wie jene Mobutus im seinerzeit „Zaire“ genannten Kongo oder den Militärputschen gegen die demokratisch gewählten Regierungen Guatemalas (1954), Brasiliens (1964) und Chiles (1973)Neben sozialen und politischen Bewegungen erschütterten in den 1960er Jahren vor allem drei Mordanschläge die Nation und mit ihr die Welt: die Ermordung des Präsidenten John F.. Kennedy (1963), die Ermordung des Predigers und Bürgerrechtlers Martin Luther King, der die Galionsfigur des gewaltlosen Kampfes für die Rechte der Schwarzen war (1968) – sowie im gleichen Jahr die Ermordung des demokratischen Präsidentschaftsbewerbers Robert F.",0.0
"Kennedy, einem jüngeren Bruder des ermordeten Präsidenten.",0.0
"Die Schwarzen waren zwar formell 1865 von der Sklaverei befreit worden, doch schon im Laufe des Wiederaufbaus (Reconstruction) des im Krieg zerstörten Südens hatten die Südstaaten Gesetze erlassen, die ihre Bürgerrechte wieder einschränkten (Jim-Crow-Gesetze).. Sie betonten zwar die gleichen Rechte, sahen jedoch zugleich die Rassentrennung vor.",0.0
Erst die Bürgerrechtsbewegung (Civil Rights Movement) konnte die letzten formalen Ungleichbehandlungen beseitigen.. Ein sehr wesentlicher Schritt war die Aufhebung der Rassentrennung in öffentlichen Einrichtungen durch den Obersten Gerichtshof im Jahr 1954.,0.0
"Der Schulbesuch von Schwarzen musste jedoch teilweise mithilfe der Nationalgarde durchgesetzt werden, da die Gouverneure der Südstaaten (vor allem George Wallace aus Alabama) bis Ende der 1960er Jahre auf ihren state rights beharrten, zu denen sie auch die Rassentrennung (segregation) zählten.",0.0
,0.0
"Im Jahr 1964 wurde unter Präsident Lyndon B.. Johnson, der Kennedy nach seiner Ermordung 1963 im Amt nachfolgte, selbst 1964 gewählt wurde und bis 1969 im Amt blieb, der Civil Rights Act von 1964 verabschiedet, der die Rassentrennung in den Vereinigten Staaten für illegal erklärte.",0.0
"1965 erließ Johnson ein weiteres Gesetz, den Voting Rights Act, der jegliche Benachteiligung von Afroamerikanern bei Wahlen verboten hatte.. Schließlich wurde vom Kongress der Civil Rights Act von 1968 verabschiedet, der Diskriminierung jeglicher Art gesetzlich verbot.",0.0
"Auch wenn Präsident Johnson durch den Krieg in Vietnam einen Rückgang seiner Zustimmung erfahren hatte, konnte er im Rahmen seines Programms der Great Society weitere wichtige Reformen veranlassen, die insbesondere die Bekämpfung der Armut, die Intensivierung des Bildungssystems und den Verbraucherschutz betrafen.. In der Tat sank die Zahl der in Armut lebenden US-Bürger um rund die Hälfte.",0.0
"Überdies wurde 1965 ein neues Einwanderungsgesetz verabschiedet, das die 1924 eingeführten Beschränkungen erheblich lockerte und zu einer verstärkten Immigration aus Lateinamerika und Asien führte, die langfristig einen signifikanten demographischen Wandel einleitete.Von großem Einfluss waren neben der Bewegung gegen den Vietnamkrieg solche, die sich gegen die Benachteiligung innerhalb der Gesellschaft richteten.. Das war zunächst die Frauenrechtsbewegung, dann die Schwulenbewegung, die sich allerdings mit den Gesetzgebungen der jeweiligen Bundesstaaten konfrontiert sahen.",0.0
"Sogenannte „Sodomiegesetze“, die bis 1962 die Praxis der männlichen Homosexualität sowie „abweichende sexuelle Praktiken“ heterosexueller Paare in vielen Bundesstaaten verboten hatten, wurden teilweise aufgehoben.. Als der Supreme Court 1987 diese Gesetze bestätigte, existierten sie noch in der Mehrheit der Bundesstaaten und wurden erst mit der Entscheidung Lawrence vs.",0.0
Texas vom 26.. Juni 2003 vom Obersten Gerichtshof aufgehoben.,0.0
"Die Watergate-Affäre um einen Einbruch und einen Lauschangriff in Büros der Demokratischen Partei im Watergate-Gebäudekomplex, von dem Präsident Richard Nixon wahrscheinlich wusste und bei dem dieser die FBI-Ermittlungen zu behindern versuchte, entwickelte sich zum größten Skandal der amerikanischen Nachkriegsgeschichte.",0.0
"Um der drohenden Amtsenthebung zu entgehen, trat Nixon 1974 zurück.",0.0
"Die Ölkrise 1974 und die iranische Geiselkrise 1979 sowie die Folgen des Vietnamkriegs verursachten eine außenpolitische Orientierungslosigkeit.. Eine Wirtschaftskrise traf vor allem das Schwerindustrierevier in den Staaten Pennsylvania, Ohio, West Virginia, Indiana und Michigan, den sogenannten Rust Belt.",0.0
"Das führte zu ethnisch motivierten Unruhen in den Südstaaten, was den Wahlerfolg des Republikaners Ronald Reagan begünstigte.",0.0
,0.0
"So bezeichnete der Amtsantritt der Regierung Reagan einen Paradigmenwechsel der amerikanischen Politik, sowohl im Innern als auch in der Außenpolitik.. Die Gesellschaft wurde ökonomisch stark polarisiert.",0.0
"Seine acht Regierungsjahre bis 1989 waren durch eine liberale Wirtschaftspolitik (Reaganomics), die Verminderung staatlicher Subventionen und Sozialleistungen, Einsparungen in der öffentlichen Verwaltung und Steuersenkungen in den oberen Einkommensgruppen gekennzeichnet.. Christlicher Glaube und strikter Antikommunismus machten ihn für die konservativen Kreise zum Vorbild.",0.0
Seine Gegner sahen in ihm einen Lobbyisten der Konzerne und Rüstungsunternehmen.,0.0
"Die widersprüchliche Innen- und Außenpolitik gegenüber Staaten, die die Menschenrechte nicht achteten, das mangelnde Verständnis für andere Kulturkreise und daraus folgende Fehleinschätzungen zeigten sich in der Außenpolitik bis zum Irakkrieg.. Hatte man schon nach dem Ausbruch des Ersten Golfkriegs zwischen Iran und Irak (1980–1988) aus Furcht vor den fundamentalistischen Kreisen in Teheran den Diktator Saddam Hussein unterstützt, so häuften sich Fehler wie in der Iran-Contra-Affäre, in der die Vereinigten Staaten 1986 auf Vermittlung durch Sicherheitsberater Robert McFarlane und Oberst Oliver North Waffen an den Iran geliefert hatten, um aus diesen Erlösen die Gegner der Sandinisten in Nicaragua zu unterstützen.",0.0
"Die Geld- und Waffenlieferungen an die Mudschaheddin in Afghanistan erwiesen sich ebenfalls als zweischneidig: Die Sowjetunion musste zwar nach zehn Jahren ihre Truppen abziehen, doch wurden gleichzeitig radikal-islamische Gruppen gestärkt.",0.0
"Reagan bezeichnete die Sowjetunion wiederholt in Anlehnung an religiöse Terminologie als „Reich des Bösen“ (evil empire).. Die Rüstungsausgaben wurden erhöht und ein sogenanntes „Star-Wars-Programm“ (SDI-Projekt, „Krieg der Sterne“) aufgelegt.",0.0
Bei der Genfer Gipfelkonferenz (1985) und 1986 traf er sich mit seinem sowjetischen Amtskollegen Michail Gorbatschow zu Abrüstungsverhandlungen unter der Bezeichnung START (Strategic Arms Reduction Talks).. 1991 endete der „Kalte Krieg“ mit dem Zusammenbruch der Sowjetunion.,0.0
,0.0
,0.0
,0.0
Unter dem demokratischen Präsidenten Bill Clinton (1993–2001) kam es zu einem länger anhaltenden wirtschaftlichen Aufschwung.,0.0
"Das Ende des Kalten Krieges und die „New Economy“, welche in den USA ihren Ausgangspunkt hatte, begünstigten eine ökonomische Konsolidierung.. Die Verwahrlosung der Städte wurde aufgehalten – kriminalitätsbelastete Stadtteile in den Metropolen wie New York, Miami und Los Angeles erholten sich.",0.0
"1996 wurde dennoch der Bezug von Sozialhilfe auf zwei Jahre in Folge und insgesamt fünf Jahre verkürzt, was die Zahl der Empfänger reduzierte.",0.0
Präsident Clintons Außenpolitik führten die Außenminister Warren Christopher während seiner ersten Amtszeit und Madeleine Albright während seiner zweiten.,0.0
Sie war die erste Frau in diesem Amt.,0.0
"Das erfolglose Engagement in Somalia, unter George Bush sen.. begonnen, hatte die Entmachtung der „War Lords“, besonders Mohammed Aidids zum Ziel.",0.0
"Nach der verheerenden Schlacht von Mogadischu, zogen die Sondereinsatztruppen aus dem Land ab.",0.0
"Auch die Invasion Haitis von 1994 brachte zwar den demokratisch gewählten Jean-Bertrand Aristide an die Macht zurück und der Militärdiktator Raoul Cédras wurde abgesetzt, löste jedoch die sozialen Probleme des Staates nicht.",0.0
"Nachdem es den europäischen Staaten nicht gelungen war nach dem Zerfall Jugoslawiens die Region zu befrieden, griffen US-Truppen 1995 (Operation Deliberate Force) und 1999 (Operation Allied Force) im Rahmen der NATO im Bosnienkrieg und Kosovokrieg gegen serbische Einheiten des Autokraten Slobodan Milošević ein.. Versuche, im Nahen Osten einen Frieden zwischen Israel und Palästina zu erreichen, erlitten mit dem Attentat auf Jitzchak Rabin einen schweren Rückschlag.",0.0
"Clinton reagierte auf Provokationen des irakischen Diktators Saddam Hussein mit sporadischen Luftangriffen, ebenso wie im Sudan und Afghanistan nach Terroranschlägen auf die US-Botschaft in Nairobi und ein US-Kriegsschiff im Jemen.",0.0
Diese Anschläge wurden bereits dem Al-Qaida-Netzwerk des Osama bin Laden zur Last gelegt.,0.0
,0.0
,0.0
,0.0
Nach den Terroranschlägen des 11.. September 2001 auf das World Trade Center in New York sowie das Pentagon in Washington verkündete Präsident George W.,0.0
"Bush einen weltweiten Krieg gegen den Terrorismus, was zunächst in weiten Teilen der Bevölkerung Zustimmung fand.. Bush identifizierte, ähnlich wie bereits Reagan, eine „Achse des Bösen“ (axis of evil), der er sogenannte Schurkenstaaten (rogue states) zurechnete.",0.0
"Zu diesen zählte er den Iran, den Irak, Kuba und Nordkorea.",0.0
"Im Oktober 2001 wurde durch einen Feldzug in Afghanistan das radikal-islamische Taliban-Regime gestürzt, das Osama bin Laden beherbergt hatte.. Ebenfalls im Namen des Krieges gegen den Terrorismus begann im März 2003 der Dritte Golfkrieg gegen den Irak mit dem Ziel, den Diktator Saddam Hussein zu stürzen.",0.0
"Unter dem Vorwand, er besitze Massenvernichtungswaffen und habe Kontakte zu Bin Laden, griffen die Vereinigten Staaten ohne UN-Mandat an.",0.0
Trotz eines schnellen Sieges konnte der Irak nicht befriedet werden.. Einige Staaten der „Koalition der Willigen“ zogen bereits im Frühling 2004 ihre vergleichsweise kleinen Kontingente wieder ab.,0.0
Im Juni 2004 wurde die Regierungsgewalt an eine irakische Übergangsregierung übergeben.,0.0
"George W.. Bushs Hinwendung zu einem strategischen Konzept der Präemption wurde als Abkehr von der zuvor verfolgten amerikanischen Außen- und Sicherheitspolitik gewertet, die auf Abschreckung, Eindämmung sowie der Einwirkung von „Soft power“ (dt.",0.0
"„Sanfte bzw.. weiche Stärke“) basierte, was die Attraktivität ökonomischer und kultureller gegenüber militärischer Einflussnahme meint.",0.0
"Ab 2007 zeichnete sich eine Finanzkrise ab, hauptsächlich beruhend auf einer Kredit- und Immobilienblase, welche die größten wirtschaftlichen Probleme hervorrief, die es seit der Großen Depression gegeben hatte.",0.0
"Barack Obama, ein demokratischer Senator aus Illinois und der erste afroamerikanische und multiethnische Präsident, wurde während der Krise im November 2008 gewählt und ordnete Maßnahmen und Reformen an, um die Wirtschaft zu stimulieren und die negativen Folgen der Krise abzuschwächen.. Es wurde unter anderem der American Recovery and Reinvestment Act erlassen, welcher Steuersenkungen sowie Investitionen und Ausgaben u.",0.0
"a.. für das Gesundheitswesen, die Infrastruktur oder die Arbeitslosenversicherung vorsah.",0.0
"Die Arbeitslosenzahl war nach dem Höhepunkt der Krise wieder rückläufig.. Auch wurde der Dodd–Frank Act, die größte Finanzmarktreform der letzten Jahrzehnte, beschlossen.",0.0
"Ein größerer Fokus wurde während Obamas Amtszeit auch auf die Umweltpolitik gelegt.. Obgleich Obama beabsichtigte, den Anstieg der Schulden unter dem Niveau der Vorgängerregierung zu halten, stiegen auch in den folgenden Jahren die Staatsschulden deutlich an.2010 wurde der Affordable Care Act („Obamacare“) verabschiedet, um das Gesundheitssystem zu reformieren.",0.0
Die Zahl der Bürger ohne Krankenversicherung sank in den darauffolgenden Jahren signifikant; die Reform blieb mit Hinblick auf Effektivität und Finanzierbarkeit kontrovers.Ende 2011 wurde der US-amerikanische Truppenabzug im Irak abgeschlossen und die Besetzung des Iraks offiziell beendet.. Am 31.,0.0
"Dezember 2014 wurde der Kampfeinsatz der ISAF-Mission in Afghanistan unter NATO-Führung beendet und die US-Truppen, bis auf eine kleine Einheit, die in der Folgemission Resolute Support verbleibt, abgezogen.. Ende 2014 kündigte Obama überraschend die Wiederherstellung der diplomatischen Beziehungen zwischen den USA und Kuba an.",0.0
2015 beteiligte sich die Regierung unter Obama an einem Atomabkommen mit dem Iran.,0.0
"Der Republikaner Donald Trump, der erste Präsident ohne vorherige militärische oder politische Erfahrung vor Amtsübernahme, wurde im November 2016 gewählt.",0.0
Von der COVID-19-Pandemie waren die USA weltweit am stärksten betroffen.. Bis Ende Mai 2020 waren über 1.000.000 Amerikaner infiziert und mehr als 100.000 verstorben.,0.0
Durch die wirtschaftlichen Folgen der Maßnahmen zur Reduktion der Virusausbreitung verloren über 30 Millionen Amerikaner ihren Job..,0.0
Nach dem Tod des Afroamerikaners George Floyd während eines Polizeieinsatzes am 25.,0.0
Mai 2020 kam es zu Demonstrationen gegen Rassismus und Polizeigewalt sowie zu Ausschreitungen in zahlreichen Städten der USA.. In mehr als 40 Städten wurden nächtliche Ausgangssperren verhängt.,0.0
In vielen Städten wurde zudem die Nationalgarde als Unterstützung der Polizei eingesetzt.,0.0
,0.0
,0.0
,0.0
Die Vereinigten Staaten sind ein präsidentieller Bundesstaat mit einem Zweikammersystem.. Die Regierungsform gründet auf einer repräsentativen Demokratie.,0.0
Im sogenannten Demokratieindex der britischen Zeitschrift „The Economist“ belegen die Vereinigten Staaten Platz 25 von 167 Ländern und gelten als eine „unvollständige Demokratie“.,0.0
"Sie bekommen dabei 7,96 von 10 Punkten.. Nach dem Korruptionswahrnehmungsindex von Transparency International lagen die Vereinigten Staaten 2019 von 180 Ländern zusammen mit Frankreich auf dem 23.",0.0
"Platz, mit 69 von maximal 100 Punkten.",0.0
,0.0
,0.0
"Die Vereinigten Staaten verfügen nach den Konföderationsartikeln seit ihrer Gründung über ihre zweite Verfassung.. Sie sieht ein präsidiales, föderales und republikanisches politisches System vor, das horizontal Legislative, Exekutive und Judikative sowie vertikal die Bundesebene von den Bundesstaaten vergleichsweise strikt trennt.",0.0
,0.0
,0.0
,0.0
"Stärkstes Staatsorgan auf Bundesebene ist laut Verfassung der Kongress, der die Legislative ausübt.",0.0
Er setzt sich aus gewählten Repräsentanten aus allen 50 Bundesstaaten zusammen.. Der aus zwei Kammern bestehende Kongress hat die Budgethoheit sowie das Recht zur Gesetzesinitiative.,0.0
"Der Kongress hat unter anderem infolge des ihm zustehenden Budgetrechts wesentlichen Einfluss auf die amerikanische Politik.. Allein dem Kongress kommt das Recht zu, Bundesgesetze zu erlassen und Kriegserklärungen auszusprechen.",0.0
